#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -12.6043  -11.9685  -11.8150  -11.8101  -11.6866  -11.6826   -6.8486   -6.8326   -6.8266   -6.8076   -6.7700   -6.7620   -6.6980   -6.6737   -6.5228   -6.4760   -4.6278   -3.7935   -3.1541   -3.0092   -3.0063   -2.5669   -2.5540   -1.7693   -1.5115   -1.1138   -1.1017   -1.0606   -0.7820   -0.7759   -0.3898   -0.3810   -0.2936   -0.2872    3.5379    3.8583    5.1072    5.4868    5.5363    6.0116
  0.0103  -12.6041  -11.9684  -11.8151  -11.8102  -11.6867  -11.6827   -6.8486   -6.8325   -6.8268   -6.8077   -6.7699   -6.7621   -6.6980   -6.6737   -6.5228   -6.4760   -4.6276   -3.7935   -3.1547   -3.0089   -3.0063   -2.5671   -2.5526   -1.7686   -1.5117   -1.1137   -1.1021   -1.0605   -0.7817   -0.7757   -0.3910   -0.3832   -0.2929   -0.2871    3.5382    3.8592    5.1085    5.4860    5.5367    6.0121
  0.0206  -12.6036  -11.9681  -11.8154  -11.8106  -11.6868  -11.6828   -6.8486   -6.8328   -6.8266   -6.8078   -6.7697   -6.7622   -6.6979   -6.6738   -6.5227   -6.4760   -4.6268   -3.7936   -3.1566   -3.0083   -3.0059   -2.5677   -2.5486   -1.7663   -1.5121   -1.1133   -1.1031   -1.0603   -0.7809   -0.7752   -0.3946   -0.3895   -0.2911   -0.2870    3.5391    3.8619    5.1125    5.4837    5.5378    6.0077
  0.0309  -12.6028  -11.9677  -11.8161  -11.8112  -11.6870  -11.6829   -6.8486   -6.8334   -6.8262   -6.8081   -6.7694   -6.7625   -6.6979   -6.6738   -6.5227   -6.4759   -4.6256   -3.7937   -3.1595   -3.0085   -3.0041   -2.5687   -2.5419   -1.7625   -1.5129   -1.1128   -1.1048   -1.0599   -0.7794   -0.7744   -0.4015   -0.3982   -0.2890   -0.2865    3.5405    3.8664    5.1190    5.4798    5.5396    6.0049
  0.0412  -12.6016  -11.9672  -11.8171  -11.8120  -11.6872  -11.6832   -6.8486   -6.8342   -6.8256   -6.8085   -6.7689   -6.7627   -6.6978   -6.6738   -6.5226   -6.4758   -4.6239   -3.7939   -3.1635   -3.0093   -3.0010   -2.5702   -2.5326   -1.7572   -1.5140   -1.1125   -1.1067   -1.0593   -0.7775   -0.7732   -0.4139   -0.4065   -0.2883   -0.2848    3.5426    3.8725    5.1281    5.4742    5.5422    6.0014
  0.0516  -12.6001  -11.9664  -11.8186  -11.8127  -11.6876  -11.6835   -6.8486   -6.8351   -6.8251   -6.8089   -6.7684   -6.7631   -6.6978   -6.6739   -6.5225   -6.4756   -4.6218   -3.7942   -3.1685   -3.0104   -2.9969   -2.5720   -2.5210   -1.7505   -1.5154   -1.1134   -1.1076   -1.0585   -0.7750   -0.7718   -0.4296   -0.4159   -0.2887   -0.2826    3.5452    3.8803    5.1396    5.4670    5.5455    5.9979
  0.0619  -12.5983  -11.9655  -11.8206  -11.8135  -11.6880  -11.6839   -6.8486   -6.8361   -6.8246   -6.8094   -6.7679   -6.7633   -6.6978   -6.6739   -6.5225   -6.4753   -4.6191   -3.7945   -3.1742   -3.0118   -2.9918   -2.5742   -2.5071   -1.7424   -1.5172   -1.1164   -1.1069   -1.0575   -0.7723   -0.7700   -0.4476   -0.4267   -0.2896   -0.2807    3.5483    3.8896    5.1534    5.4582    5.5496    5.9933
  0.0722  -12.5961  -11.9644  -11.8231  -11.8143  -11.6885  -11.6843   -6.8486   -6.8371   -6.8241   -6.8098   -6.7675   -6.7635   -6.6977   -6.6739   -6.5224   -6.4750   -4.6160   -3.7949   -3.1806   -3.0133   -2.9858   -2.5766   -2.4912   -1.7330   -1.5194   -1.1206   -1.1054   -1.0563   -0.7697   -0.7674   -0.4677   -0.4389   -0.2910   -0.2796    3.5519    3.9003    5.1695    5.4477    5.5545    5.9877
  0.0825  -12.5936  -11.9632  -11.8260  -11.8151  -11.6892  -11.6848   -6.8487   -6.8381   -6.8238   -6.8103   -6.7674   -6.7633   -6.6977   -6.6739   -6.5224   -6.4747   -4.6124   -3.7954   -3.1875   -3.0149   -2.9790   -2.5793   -2.4735   -1.7224   -1.5220   -1.1254   -1.1036   -1.0549   -0.7677   -0.7639   -0.4895   -0.4522   -0.2930   -0.2791    3.5560    3.9123    5.1875    5.4357    5.5603    5.9813
  0.0928  -12.5907  -11.9618  -11.8294  -11.8160  -11.6898  -11.6854   -6.8488   -6.8390   -6.8236   -6.8107   -6.7676   -6.7628   -6.6978   -6.6739   -6.5223   -6.4743   -4.6084   -3.7959   -3.1948   -3.0166   -2.9713   -2.5821   -2.4542   -1.7107   -1.5251   -1.1306   -1.1018   -1.0531   -0.7661   -0.7597   -0.5130   -0.4664   -0.2955   -0.2795    3.5606    3.9253    5.2074    5.4223    5.5669    5.9743
